id,ip,systemname,pingStatus,snmpStatus,devicetype,location,firstDiscovery,lastDiscovery,operatingsystem,physicalAddr,vendor,profile_name,acronym,request_id,dept,deviceloc,state,logtime,serial_no,locationText,sourceOfPower,dashboardcat,enable,mfm
1390,10.131.52.226,"""BNC-KAN-KEKL-UBEDMA1""",UNREACHABLE,DISABLED,GP_UPS,653,2024-09-28 14:52:32,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 11:14:49,,Cluster : C; District : Kondagaon;  Block : Keskal; GP : BEDMA,,GP_UPS,1,0
1391,10.128.54.36,,UNREACHABLE,DISABLED,GP_ROUTER,654,2024-09-28 14:53:23,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 14:53:23,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : ONDRI,,GP_ROUTER,1,0
1392,10.131.54.18,,UNREACHABLE,DISABLED,GP_UPS,654,2024-09-28 14:53:48,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 14:53:48,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : ONDRI,,GP_UPS,1,0
1393,10.128.54.19,,UNREACHABLE,DISABLED,GP_ROUTER,656,2024-09-28 14:54:25,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 14:54:25,,Cluster : C; District : Kondagaon;  Block : 646:::Makdi; GP : GUHABORAND,,GP_ROUTER,1,0
1394,10.131.53.206,,UNREACHABLE,DISABLED,GP_UPS,646,2024-09-28 14:54:56,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 14:54:56,,Cluster : C; District : Kondagaon; Block : Makdi,,GP_UPS,1,0
1395,10.128.54.1,,UNREACHABLE,DISABLED,GP_ROUTER,657,2024-09-28 14:56:47,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 14:56:47,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : ANATPUR,,GP_ROUTER,1,0
1396,10.131.53.134,,UNREACHABLE,DISABLED,GP_UPS,657,2024-09-28 14:57:36,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 14:57:36,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : ANATPUR,,GP_UPS,1,0
1397,10.128.53.9,,UNREACHABLE,DISABLED,GP_ROUTER,658,2024-09-28 14:58:46,,,,CISCO,UPSProfile,,,,,DOWN,2024-09-28 14:58:46,,Cluster : C; District : Kondagaon;  Block : Keskal; GP : CHARBHATA,,Router,1,0
1398,10.128.54.37,,UNREACHABLE,DISABLED,GP_ROUTER,659,2024-09-28 14:59:13,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 14:59:13,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : OTENDA,,GP_ROUTER,1,0
1399,10.131.52.234,,UNREACHABLE,DISABLED,GP_UPS,658,2024-09-28 14:59:31,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 14:59:31,,Cluster : C; District : Kondagaon;  Block : Keskal; GP : CHARBHATA,,GP_UPS,1,0
1400,10.131.54.22,,UNREACHABLE,DISABLED,GP_UPS,659,2024-09-28 14:59:45,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 14:59:45,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : OTENDA,,GP_UPS,1,0
1401,10.128.54.2,,UNREACHABLE,DISABLED,GP_ROUTER,660,2024-09-28 15:01:18,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 15:01:18,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : BABAI,,GP_ROUTER,1,0
1402,10.128.54.20,,UNREACHABLE,DISABLED,GP_ROUTER,661,2024-09-28 15:01:19,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 17:07:36,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : HADIGAON,,GP_ROUTER,1,0
1403,10.131.53.210,,UNREACHABLE,DISABLED,GP_UPS,661,2024-09-28 15:01:54,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:01:54,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : HADIGAON,,GP_UPS,1,0
1404,10.131.53.138,,UNREACHABLE,DISABLED,GP_UPS,660,2024-09-28 15:01:55,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:01:55,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : BABAI,,GP_UPS,1,0
1405,10.128.54.38,,UNREACHABLE,DISABLED,GP_ROUTER,662,2024-09-28 15:05:04,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:56:10,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : PIDAPAL,,GP_ROUTER,1,0
1406,10.131.54.26,,UNREACHABLE,DISABLED,GP_UPS,662,2024-09-28 15:05:31,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:05:31,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : PIDAPAL,,GP_UPS,1,0
1407,10.128.53.10,"""BNC-KAN-KEKL-GCHIPR1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,663,2024-09-28 15:05:40,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2325U1BA""",Cluster : C; District : Kondagaon;  Block : Keskal; GP : CHIPREL,,GP_ROUTER,1,0
1408,10.131.52.238,,UNREACHABLE,DISABLED,GP_UPS,663,2024-09-28 15:06:30,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:06:30,,Cluster : C; District : Kondagaon;  Block : Keskal; GP : CHIPREL,,GP_UPS,1,0
1409,10.128.54.21,,UNREACHABLE,DISABLED,GP_ROUTER,664,2024-09-28 15:07:54,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:56:10,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : HIRAPUR,,GP_ROUTER,1,0
1410,10.131.53.214,,UNREACHABLE,DISABLED,GP_UPS,664,2024-09-28 15:08:24,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:08:24,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : HIRAPUR,,GP_UPS,1,0
1411,10.128.54.3,,UNREACHABLE,DISABLED,GP_ROUTER,665,2024-09-28 15:08:44,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:56:10,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : BADEGODSODA,,GP_ROUTER,1,0
1412,10.131.53.142,,UNREACHABLE,DISABLED,GP_UPS,665,2024-09-28 15:09:27,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:09:27,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : BADEGODSODA,,GP_UPS,1,0
1413,10.128.54.39,,UNREACHABLE,DISABLED,GP_ROUTER,666,2024-09-28 15:09:36,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:56:10,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : PUSAPAL,,GP_ROUTER,1,0
1414,10.131.54.30,,UNREACHABLE,DISABLED,GP_UPS,666,2024-09-28 15:10:04,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:10:04,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : PUSAPAL,,GP_UPS,1,0
1415,10.128.53.14,,UNREACHABLE,DISABLED,GP_ROUTER,667,2024-09-28 15:12:11,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 11:14:49,"""CAT2324U77R""",Cluster : C; District : Kondagaon;  Block : Keskal; GP : GARAWANDI,,GP_ROUTER,1,0
1416,10.131.52.254,,UNREACHABLE,DISABLED,GP_UPS,667,2024-09-28 15:13:05,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 11:14:49,,Cluster : C; District : Kondagaon;  Block : Keskal; GP : GARAWANDI,,GP_UPS,1,0
1417,10.128.54.22,,UNREACHABLE,DISABLED,GP_ROUTER,668,2024-09-28 15:14:05,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 15:14:05,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : HUKKABEDA PATHRI,,GP_ROUTER,1,0
1418,10.128.54.41,,UNREACHABLE,DISABLED,GP_ROUTER,669,2024-09-28 15:14:07,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 15:14:07,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : RANDNA,,GP_ROUTER,1,0
1419,10.128.54.4,,UNREACHABLE,DISABLED,GP_ROUTER,670,2024-09-28 15:14:26,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 15:14:26,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : BADESOHANGA,,GP_ROUTER,1,0
1420,10.131.53.218,,UNREACHABLE,DISABLED,GP_UPS,668,2024-09-28 15:14:34,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:14:34,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : HUKKABEDA PATHRI,,GP_UPS,1,0
1421,10.131.54.38,,UNREACHABLE,DISABLED,GP_UPS,669,2024-09-28 15:14:36,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:14:36,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : RANDNA,,GP_UPS,1,0
1422,10.131.53.146,,UNREACHABLE,DISABLED,GP_UPS,670,2024-09-28 15:14:51,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:14:51,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : BADESOHANGA,,GP_UPS,1,0
1423,10.128.53.15,"""BNC-KAN-KEKL-GGOURG1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,671,2024-09-28 15:18:24,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2237U2J4""",Cluster : C; District : Kondagaon;  Block : Keskal; GP : GOURGAON,,GP_ROUTER,1,0
1424,10.128.54.42,,UNREACHABLE,DISABLED,GP_ROUTER,672,2024-09-28 15:18:48,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 15:18:48,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : SAMPUR,,GP_ROUTER,1,0
1425,10.131.53.2,"""BNC-KAN-KEKL-GGOURG1""",UNREACHABLE,DISABLED,GP_UPS,671,2024-09-28 15:19:10,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : C; District : Kondagaon;  Block : Keskal; GP : GOURGAON,,GP_UPS,1,0
1426,10.131.54.42,,UNREACHABLE,DISABLED,GP_UPS,672,2024-09-28 15:19:13,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:19:13,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : SAMPUR,,GP_UPS,1,0
1427,10.128.54.23,,UNREACHABLE,DISABLED,GP_ROUTER,673,2024-09-28 15:19:19,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 15:19:19,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : JARANDI,,GP_ROUTER,1,0
1428,10.128.54.5,,UNREACHABLE,DISABLED,GP_ROUTER,674,2024-09-28 15:19:36,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-09-28 15:19:36,,Cluster : C; District : Kondagaon;  Block : 646:::Makdi; GP : BAGBEDA,,GP_ROUTER,1,0
1429,10.131.53.222,,UNREACHABLE,DISABLED,GP_UPS,673,2024-09-28 15:19:43,,,,UNILINE,UPSProfile,,,,,DOWN,2024-09-28 15:19:43,,Cluster : C; District : Kondagaon;  Block : Makdi; GP : JARANDI,,GP_UPS,1,0
