id,ip,systemname,pingStatus,snmpStatus,devicetype,location,firstDiscovery,lastDiscovery,operatingsystem,physicalAddr,vendor,profile_name,acronym,request_id,dept,deviceloc,state,logtime,serial_no,locationText,sourceOfPower,dashboardcat,enable,mfm
2103,10.128.52.49,,UNREACHABLE,DISABLED,GP_ROUTER,995,2024-10-04 11:41:23,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:51:10,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : SIRSIKALAR,,GP_ROUTER,1,0
2104,10.128.93.43,,UNREACHABLE,DISABLED,GP_ROUTER,996,2024-10-04 11:43:00,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:51:10,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : LILEJHAR,,GP_ROUTER,1,0
2105,10.131.92.98,,UNREACHABLE,DISABLED,GP_UPS,996,2024-10-04 11:43:33,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 11:43:33,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : LILEJHAR,,GP_UPS,1,0
2106,10.131.52.186,,UNREACHABLE,DISABLED,GP_UPS,995,2024-10-04 11:43:39,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 11:43:39,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : SIRSIKALAR,,GP_UPS,1,0
2107,10.128.52.30,,UNREACHABLE,DISABLED,GP_ROUTER,997,2024-10-04 11:46:16,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 11:46:16,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : KONGUD,,GP_ROUTER,1,0
2108,10.131.52.110,,UNREACHABLE,DISABLED,GP_UPS,997,2024-10-04 11:46:39,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 11:46:39,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : KONGUD,,GP_UPS,1,0
2109,10.128.93.27,"""BNC-UTR-CAAA-GJAISA1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,998,2024-10-04 11:49:31,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-09 14:35:30,"""CAT2252U09G""",Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : JAISAKARRA,,GP_ROUTER,1,0
2110,10.128.93.34,,UNREACHABLE,DISABLED,GP_ROUTER,999,2024-10-04 11:50:33,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 11:50:33,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : KHAIRKHEDA,,GP_ROUTER,1,0
2111,10.131.92.34,,UNREACHABLE,DISABLED,GP_UPS,998,2024-10-04 11:51:10,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 11:51:10,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : JAISAKARRA,,GP_UPS,1,0
2112,10.131.92.62,,UNREACHABLE,DISABLED,GP_UPS,999,2024-10-04 11:51:12,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 11:51:12,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : KHAIRKHEDA,,GP_UPS,1,0
2113,10.128.52.37,,UNREACHABLE,DISABLED,GP_ROUTER,1002,2024-10-04 11:51:41,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 11:51:41,,Cluster : C; District : Kondagaon;  Block : 840:::Farasgaon; GP : MODENGA,,GP_ROUTER,1,0
2114,10.131.52.138,,UNREACHABLE,DISABLED,GP_UPS,1002,2024-10-04 11:52:00,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 11:52:00,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : MODENGA,,GP_UPS,1,0
2115,10.128.52.65,,UNREACHABLE,DISABLED,GP_ROUTER,1003,2024-10-04 11:55:09,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 11:55:09,,Cluster : C; District : Kondagaon;  Block : 840:::Farasgaon; GP : TODASI,,GP_ROUTER,1,0
2116,10.131.95.190,,UNREACHABLE,DISABLED,GP_UPS,1003,2024-10-04 11:55:31,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 11:55:31,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : TODASI,,GP_UPS,1,0
2117,10.128.52.45,,UNREACHABLE,DISABLED,GP_ROUTER,1004,2024-10-04 11:59:01,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 11:59:01,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : PURBI BORGAON,,GP_ROUTER,1,0
2118,10.131.52.170,,UNREACHABLE,DISABLED,GP_UPS,1004,2024-10-04 11:59:21,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 11:59:21,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : PURBI BORGAON,,GP_UPS,1,0
2119,10.128.93.51,,UNREACHABLE,DISABLED,GP_ROUTER,1005,2024-10-04 12:00:24,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:00:24,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : PIPRAOD,,GP_ROUTER,1,0
2120,10.131.92.130,,UNREACHABLE,DISABLED,GP_UPS,1005,2024-10-04 12:01:14,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:01:14,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : PIPRAOD,,GP_UPS,1,0
2121,10.128.52.41,,UNREACHABLE,DISABLED,GP_ROUTER,1006,2024-10-04 12:08:47,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:08:47,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : PANDYATGAON,,GP_ROUTER,1,0
2122,10.131.52.154,,UNREACHABLE,DISABLED,GP_UPS,1006,2024-10-04 12:09:06,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:09:06,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : PANDYATGAON,,GP_UPS,1,0
2123,10.128.93.42,,UNREACHABLE,DISABLED,GP_ROUTER,1007,2024-10-04 12:09:08,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:09:08,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : LAKHANPURI,,GP_ROUTER,1,0
2124,10.131.92.94,,UNREACHABLE,DISABLED,GP_UPS,1007,2024-10-04 12:11:42,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:11:42,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : LAKHANPURI,,GP_UPS,1,0
2125,10.128.52.47,,UNREACHABLE,DISABLED,GP_ROUTER,1008,2024-10-04 12:13:08,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:56:10,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : SINGARPURI,,GP_ROUTER,1,0
2126,10.131.52.178,,UNREACHABLE,DISABLED,GP_UPS,1008,2024-10-04 12:13:27,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:13:27,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : SINGARPURI,,GP_UPS,1,0
2127,10.128.52.50,,UNREACHABLE,DISABLED,GP_ROUTER,1009,2024-10-04 12:16:19,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:16:19,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : SODMA,,GP_ROUTER,1,0
2128,10.131.52.190,,UNREACHABLE,DISABLED,GP_UPS,1009,2024-10-04 12:16:34,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:16:34,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : SODMA,,GP_UPS,1,0
2129,10.128.52.27,,UNREACHABLE,DISABLED,GP_ROUTER,1010,2024-10-04 12:19:49,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:19:49,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : JAITPURI,,GP_ROUTER,1,0
2130,10.131.52.98,,UNREACHABLE,DISABLED,GP_UPS,1010,2024-10-04 12:21:22,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:21:22,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : JAITPURI,,GP_UPS,1,0
2131,10.128.52.59,,UNREACHABLE,DISABLED,GP_ROUTER,1011,2024-10-04 12:23:53,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:23:53,,Cluster : C; District : Kondagaon;  Block : 840:::Farasgaon; GP : KERAWAHI,,GP_ROUTER,1,0
2132,10.131.95.166,,UNREACHABLE,DISABLED,GP_UPS,1011,2024-10-04 12:24:14,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:24:14,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : KERAWAHI,,GP_UPS,1,0
2133,10.128.93.44,,UNREACHABLE,DISABLED,GP_ROUTER,1012,2024-10-04 12:25:22,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:25:22,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : MAHUD,,GP_ROUTER,1,0
2134,10.128.52.62,,UNREACHABLE,DISABLED,GP_ROUTER,1013,2024-10-04 12:26:25,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:26:25,,Cluster : C; District : Kondagaon;  Block : 840:::Farasgaon; GP : MANJHIBORAND,,GP_ROUTER,1,0
2135,10.131.92.102,,UNREACHABLE,DISABLED,GP_UPS,1012,2024-10-04 12:27:28,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:27:28,,Cluster : C; District : Uttar Bastar Kanker;  Block : Charama; GP : MAHUD,,GP_UPS,1,0
2136,10.131.95.178,,UNREACHABLE,DISABLED,GP_UPS,1013,2024-10-04 12:27:32,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:27:32,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : MANJHIBORAND,,GP_UPS,1,0
2137,10.128.52.33,,UNREACHABLE,DISABLED,GP_ROUTER,1014,2024-10-04 12:30:06,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:30:06,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : LANJODA,,GP_ROUTER,1,0
2138,10.131.52.122,,UNREACHABLE,DISABLED,GP_UPS,1014,2024-10-04 12:30:25,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:30:25,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : LANJODA,,GP_UPS,1,0
2139,10.128.52.48,,UNREACHABLE,DISABLED,GP_ROUTER,1015,2024-10-04 12:34:59,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:56:10,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : SIRPUR,,GP_ROUTER,1,0
2140,10.131.52.182,,UNREACHABLE,DISABLED,GP_UPS,1015,2024-10-04 12:35:29,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:35:29,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : SIRPUR,,GP_UPS,1,0
2141,10.128.52.7,,UNREACHABLE,DISABLED,GP_ROUTER,1016,2024-10-04 12:39:38,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:39:38,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : BANGAON,,GP_ROUTER,1,0
2142,10.131.52.18,,UNREACHABLE,DISABLED,GP_UPS,1016,2024-10-04 12:39:57,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:39:57,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : BANGAON,,GP_UPS,1,0
2143,10.128.52.19,,UNREACHABLE,DISABLED,GP_ROUTER,1017,2024-10-04 12:42:44,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:42:44,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : CHICHADI,,GP_ROUTER,1,0
2144,10.131.52.66,,UNREACHABLE,DISABLED,GP_UPS,1017,2024-10-04 12:43:00,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:43:00,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : CHICHADI,,GP_UPS,1,0
2145,10.128.0.87,"""BNC-UTR-PHNR-HBR-001.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,BLOCK_ROUTER,802,2024-10-04 12:48:59,,,,CISCO,BLRouterProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : null,,BLOCK_ROUTER,1,0
2146,10.131.1.90,,UNREACHABLE,DISABLED,BLOCK_UPS,802,2024-10-04 12:50:05,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : null,,BLOCK_UPS,1,0
2147,10.128.52.42,,UNREACHABLE,DISABLED,GP_ROUTER,1018,2024-10-04 12:50:13,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:50:13,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : PATODA,,GP_ROUTER,1,0
2148,10.131.52.158,,UNREACHABLE,DISABLED,GP_UPS,1018,2024-10-04 12:50:45,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:50:45,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : PATODA,,GP_UPS,1,0
2149,10.128.52.35,,UNREACHABLE,DISABLED,GP_ROUTER,1019,2024-10-04 12:55:05,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:55:05,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : MANJHIAATGAON,,GP_ROUTER,1,0
2150,10.131.52.130,,UNREACHABLE,DISABLED,GP_UPS,1019,2024-10-04 12:55:25,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 12:55:25,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : MANJHIAATGAON,,GP_UPS,1,0
2151,10.128.52.1,,UNREACHABLE,DISABLED,GP_ROUTER,1020,2024-10-04 12:59:44,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 12:59:44,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : AALOR,,GP_ROUTER,1,0
2152,10.131.51.250,,UNREACHABLE,DISABLED,GP_UPS,1020,2024-10-04 13:00:01,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:00:01,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : AALOR,,GP_UPS,1,0
2153,10.128.52.64,,UNREACHABLE,DISABLED,GP_ROUTER,1021,2024-10-04 13:02:44,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:02:44,,Cluster : C; District : Kondagaon;  Block : 840:::Farasgaon; GP : SAWALA,,GP_ROUTER,1,0
2154,10.128.96.11,,UNREACHABLE,DISABLED,GP_ROUTER,1022,2024-10-04 13:03:03,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:03:03,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : BARDA,,GP_ROUTER,1,0
2155,10.131.95.186,,UNREACHABLE,DISABLED,GP_UPS,1021,2024-10-04 13:03:06,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:03:06,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : SAWALA,,GP_UPS,1,0
2156,10.131.94.122,,UNREACHABLE,DISABLED,GP_UPS,1022,2024-10-04 13:03:51,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:03:51,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : BARDA,,GP_UPS,1,0
2157,10.128.52.54,,UNREACHABLE,DISABLED,GP_ROUTER,1023,2024-10-04 13:05:47,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:05:47,,Cluster : C; District : Kondagaon;  Block : 840:::Farasgaon; GP : BANIYAGAON,,GP_ROUTER,1,0
2158,10.131.95.146,,UNREACHABLE,DISABLED,GP_UPS,1023,2024-10-04 13:06:04,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:06:04,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : BANIYAGAON,,GP_UPS,1,0
2159,10.128.96.68,,UNREACHABLE,DISABLED,GP_ROUTER,1024,2024-10-04 13:10:54,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:10:54,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : SATYA NAGAR,,GP_ROUTER,1,0
2160,10.131.95.94,,UNREACHABLE,DISABLED,GP_UPS,1024,2024-10-04 13:11:27,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:11:27,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : SATYA NAGAR,,GP_UPS,1,0
2161,10.128.95.11,,UNREACHABLE,DISABLED,GP_ROUTER,1025,2024-10-04 13:12:25,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:12:25,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : BHAISAMUNDI GAGRU,,GP_ROUTER,1,0
2162,10.131.93.110,,UNREACHABLE,DISABLED,GP_UPS,1025,2024-10-04 13:13:06,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:13:06,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : BHAISAMUNDI GAGRU,,GP_UPS,1,0
2163,10.128.95.60,,UNREACHABLE,DISABLED,GP_ROUTER,1026,2024-10-04 13:17:57,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:17:57,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : SARONA,,GP_ROUTER,1,0
2164,10.131.94.50,,UNREACHABLE,DISABLED,GP_UPS,1026,2024-10-04 13:18:28,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:18:28,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : SARONA,,GP_UPS,1,0
2165,10.128.95.59,,UNREACHABLE,DISABLED,GP_ROUTER,1027,2024-10-04 13:22:50,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:22:50,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : SARAIMUNDA,,GP_ROUTER,1,0
2166,10.131.94.46,,UNREACHABLE,DISABLED,GP_UPS,1027,2024-10-04 13:23:19,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:23:19,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : SARAIMUNDA,,GP_UPS,1,0
2167,10.128.96.86,,UNREACHABLE,DISABLED,GP_ROUTER,1028,2024-10-04 13:42:57,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:42:57,,Cluster : C; District : Uttar Bastar Kanker;  Block : 802:::Pakhanjur; GP : SINHARI,,GP_ROUTER,1,0
2168,10.131.101.194,,UNREACHABLE,DISABLED,GP_UPS,1028,2024-10-04 13:43:43,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:43:43,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : SINHARI,,GP_UPS,1,0
2169,10.128.96.49,,UNREACHABLE,DISABLED,GP_ROUTER,1029,2024-10-04 13:49:16,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:49:16,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : LAKHANPUR,,GP_ROUTER,1,0
2170,10.128.96.80,,UNREACHABLE,DISABLED,GP_ROUTER,1030,2024-10-04 13:50:07,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 13:50:07,,Cluster : C; District : Uttar Bastar Kanker;  Block : 802:::Pakhanjur; GP : BANGACHAR,,GP_ROUTER,1,0
2171,10.131.95.18,,UNREACHABLE,DISABLED,GP_UPS,1029,2024-10-04 13:50:29,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:50:29,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : LAKHANPUR,,GP_UPS,1,0
2172,10.131.101.170,,UNREACHABLE,DISABLED,GP_UPS,1030,2024-10-04 13:50:45,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 13:50:45,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : BANGACHAR,,GP_UPS,1,0
2173,10.128.96.82,,UNREACHABLE,DISABLED,GP_ROUTER,1031,2024-10-04 14:02:03,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:02:03,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : KODAPAKHA,,GP_ROUTER,1,0
2174,10.128.96.9,,UNREACHABLE,DISABLED,GP_ROUTER,1032,2024-10-04 14:02:08,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:02:08,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : BAIKUNTHPUR,,GP_ROUTER,1,0
2175,10.128.52.57,,UNREACHABLE,DISABLED,GP_ROUTER,1033,2024-10-04 14:02:25,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:02:25,,Cluster : C; District : Kondagaon;  Block : 840:::Farasgaon; GP : KARARMETA,,GP_ROUTER,1,0
2176,10.128.95.13,,UNREACHABLE,DISABLED,GP_ROUTER,1034,2024-10-04 14:02:35,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:02:35,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : BHIRAUD,,GP_ROUTER,1,0
2177,10.131.101.178,,UNREACHABLE,DISABLED,GP_UPS,1031,2024-10-04 14:02:42,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:02:42,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : KODAPAKHA,,GP_UPS,1,0
2178,10.131.95.158,,UNREACHABLE,DISABLED,GP_UPS,1033,2024-10-04 14:02:47,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:02:47,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : KARARMETA,,GP_UPS,1,0
2179,10.131.93.118,,UNREACHABLE,DISABLED,GP_UPS,1034,2024-10-04 14:03:06,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:03:06,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : BHIRAUD,,GP_UPS,1,0
2180,10.131.94.114,,UNREACHABLE,DISABLED,GP_UPS,1032,2024-10-04 14:03:08,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:03:08,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : BAIKUNTHPUR,,GP_UPS,1,0
2181,10.128.52.55,,UNREACHABLE,DISABLED,GP_ROUTER,1035,2024-10-04 14:05:51,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:05:51,,Cluster : C; District : Kondagaon;  Block : 840:::Farasgaon; GP : DHANORA,,GP_ROUTER,1,0
2182,10.131.95.150,,UNREACHABLE,DISABLED,GP_UPS,1035,2024-10-04 14:06:10,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:06:10,,Cluster : C; District : Kondagaon;  Block : Farasgaon; GP : DHANORA,,GP_UPS,1,0
2183,10.128.95.8,,UNREACHABLE,DISABLED,GP_ROUTER,1036,2024-10-04 14:06:40,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:06:40,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : BANSAGAR,,GP_ROUTER,1,0
2184,10.131.93.98,,UNREACHABLE,DISABLED,GP_UPS,1036,2024-10-04 14:07:11,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:07:11,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : BANSAGAR,,GP_UPS,1,0
2186,10.131.95.50,,UNREACHABLE,DISABLED,GP_UPS,1037,2024-10-04 14:09:52,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:09:52,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : PADENGA,,GP_UPS,1,0
2187,10.128.96.53,,UNREACHABLE,DISABLED,GP_ROUTER,1038,2024-10-04 14:10:45,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:10:45,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : MARODA,,GP_ROUTER,1,0
2188,10.128.95.53,,UNREACHABLE,DISABLED,GP_ROUTER,1039,2024-10-04 14:10:50,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:10:50,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : MAWALIPARA,,GP_ROUTER,1,0
2189,10.131.94.22,,UNREACHABLE,DISABLED,GP_UPS,1039,2024-10-04 14:11:14,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:11:14,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : MAWALIPARA,,GP_UPS,1,0
2190,10.131.95.34,,UNREACHABLE,DISABLED,GP_UPS,1038,2024-10-04 14:11:57,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:11:57,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : MARODA,,GP_UPS,1,0
2191,10.128.93.69,,UNREACHABLE,DISABLED,GP_ROUTER,1040,2024-10-04 14:11:57,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:11:57,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : HATKACHARAMA,,GP_ROUTER,1,0
2192,10.131.106.126,,UNREACHABLE,DISABLED,GP_UPS,1040,2024-10-04 14:12:28,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:12:28,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : HATKACHARAMA,,GP_UPS,1,0
2193,10.128.95.46,,UNREACHABLE,DISABLED,GP_ROUTER,1041,2024-10-04 14:14:48,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:14:48,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : MANDABHARRI,,GP_ROUTER,1,0
2194,10.131.93.250,,UNREACHABLE,DISABLED,GP_UPS,1041,2024-10-04 14:15:17,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:15:17,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : MANDABHARRI,,GP_UPS,1,0
2195,10.128.95.31,,UNREACHABLE,DISABLED,GP_ROUTER,1042,2024-10-04 14:15:36,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:15:36,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : DOMPADAR,,GP_ROUTER,1,0
2196,10.128.96.57,,UNREACHABLE,DISABLED,GP_ROUTER,1037,2024-10-04 14:17:15,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:17:15,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : PADENGA,,GP_ROUTER,1,0
2197,10.131.93.190,,UNREACHABLE,DISABLED,GP_UPS,1042,2024-10-04 14:17:34,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-04 14:17:34,,Cluster : C; District : Uttar Bastar Kanker;  Block : Narharpur; GP : DOMPADAR,,GP_UPS,1,0
2198,10.128.96.55,,UNREACHABLE,DISABLED,GP_ROUTER,1043,2024-10-04 14:23:55,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-04 14:23:55,,Cluster : C; District : Uttar Bastar Kanker;  Block : Pakhanjur; GP : MAYAPUR,,GP_ROUTER,1,0
